comment,rating,toxicity
"I'm extremely dissatisfied with the service I received from this company.",2,1
"I'm thrilled with the results I've seen from using this product.",10,0
"The shipping took forever and the product arrived damaged.",2,1
"The design of this website is modern and user-friendly.",8,0
"I regret purchasing this item, it's of poor quality.",2,1
"The customer service at this store was exceptional, they went above and beyond.",10,0
"I encountered a problem with my order and the company refused to help.",2,1
"The food at this restaurant was mediocre at best.",5,0
"This company is a scam, do not do business with them.",1,1
"I'm extremely satisfied with the performance of this product.",10,0
"The customer support team was rude and unhelpful.",2,1
"The user interface of this app is outdated and clunky.",4,0
"The product arrived on time and in perfect condition.",9,0
"I'm appalled by the lack of professionalism from this company.",2,1
"The content on this website is informative and well-researched.",9,0
"The service at this restaurant was slow and the food was cold.",3,1
"I received excellent customer service from this company.",10,0
"The software crashed multiple times while I was using it.",3,1
"The website layout is confusing and hard to navigate.",4,0
"I'm disappointed with the lack of updates for this product.",3,0
"The staff at this hotel were rude and unhelpful.",2,1
"The product arrived damaged and the company refused to issue a refund.",1,1
"The customer service at this store was excellent.",9,0
"The food at this restaurant was delicious and well-prepared.",8,0
"The user interface of this app is intuitive and easy to use.",9,0
"Love this website, great selection of eco-friendly products!",9,0
"Highly recommend shopping here for all your sustainable needs.",8,0
"The customer service was excellent, very helpful and friendly.",8,0
"The packaging was minimal and recyclable, which I appreciated.",8,0
"I'm so glad I found this site, it's my go-to for eco-friendly shopping.",9,0
"I love supporting companies that are dedicated to sustainability.",8,0
"The products are top-notch and the prices are reasonable.",8,0
"Easy ordering process and fast shipping, couldn't be happier.",8,0
"The variety of products is impressive, something for everyone.",8,0
"The website is easy to navigate and the checkout process is simple.",8,0
"Great experience overall, will definitely be shopping here again.",8,0
"Disappointing selection and poor customer service, won't be returning.",2,1
"The products were low quality and not worth the price.",2,1
"Slow shipping and unhelpful customer service, very dissatisfied.",2,1
"Not environmentally friendly, would not recommend this site.",1,1
"Poor selection and inconvenient shopping experience.",2,1
"Terrible service, the worst shopping experience I've ever had.",1,1
"Not happy with my purchase, won't be shopping here again.",2,1
"Unsatisfactory products, not what I expected at all.",2,1
"Bad quality items, very disappointed in the products.",2,1
"Slow delivery and limited variety, not worth the wait.",2,1
"Difficult site to navigate and unresponsive customer service.",2,1
"Not worth the price, there are better options out there.",2,1
"Would not recommend this site, very poor experience overall.",2,1
"The customer service was unhelpful and the products were subpar.",2,1
"Unsatisfied with my purchase, would not buy from here again.",2,1
"Disappointing experience, won't be shopping here in the future.",2,1
"Not impressed with the selection, very limited options available.",2,1
"Low quality products, not what I expected from this company.",2,1
"Very unhappy with my purchase, would not recommend this site.",2,1
"Poor customer service and slow shipping, would not shop here again.",2,1
"Unsatisfactory experience, would not recommend this site to others.",2,1
"Bad quality items and poor service, very disappointed overall.",2,1
"Would not recommend this site, the products were not as advertised.",2,1
"Terrible selection and slow delivery, would not shop here again.",2,1
"Not worth the price, very disappointed in the quality of the products.",2,1
"Would not recommend this site, the customer service was terrible.",2,1
"Poor selection and unhelpful customer service, very dissatisfied.",2,1
"Bad experience overall, would not shop here again in the future.",2,1
"Unsatisfied with my purchase, the products were not what I expected.",2,1
"Disappointing selection and poor customer service, won't be returning.",2,1
"The products were low quality and not worth the price.",2,1
"Slow shipping and unhelpful customer service, very dissatisfied.",2,1
"Not environmentally friendly, would not recommend this site.",1,1
"Poor selection and inconvenient shopping experience.",2,1
"Terrible service, the worst shopping experience I've ever had.",1,1
"Not happy with my purchase, won't be shopping here again.",2,1
"Received damaged goods, very unhappy with the purchase.",2,1
"Customer service was unresponsive and unhelpful.",2,1
"Ordered the wrong item, can't get a refund.",2,1
"Package never arrived, tracking number is invalid.",2,1
"Shipped to the wrong address, no way to track the package.",2,1
"Received the wrong product, can't get a replacement.",2,1
"Item was never delivered, no response from customer service.",2,1
"Received an empty box, no way to get a refund.",2,1
"Package was stolen, no help from the company.",2,1
"Item was damaged during shipping, no way to get a replacement.",2,1
"Ordered months ago, still haven't received the package.",2,1
